"voltage","millis"
"91","1460917555232"
"53","1460917555735"
"28","1460917556238"
"54","1460917556740"
"84","1460917557243"
"28","1460917557747"
"40","1460917558250"
"68","1460917558753"
"54","1460917559256"
"44","1460917559758"
"83","1460917560261"
"64","1460917560764"
"43","1460917561266"
"79","1460917561770"
"72","1460917562272"
"26","1460917562777"
"44","1460917563280"
"60","1460917563783"
"47","1460917564285"
"50","1460917564788"
"52","1460917565291"
"42","1460917565795"
"70","1460917566298"
"58","1460917566800"
"1","1460917567303"
"32","1460917567806"
"68","1460917568309"
"79","1460917568811"
"72","1460917569314"
"67","1460917569817"
"52","1460917570320"
"24","1460917570825"
"37","1460917571328"
"14","1460917571830"
"10","1460917572333"
"63","1460917572836"
"96","1460917573340"
"95","1460917573845"
"96","1460917574347"
"29","1460917574851"
"88","1460917575354"
"75","1460917575858"
"2","1460917576360"
"34","1460917576863"
"53","1460917577365"
"56","1460917577868"
"38","1460917578371"
"86","1460917578874"
"94","1460917579378"
"42","1460917579881"
"3","1460917580384"
"40","1460917580888"
"13","1460917581391"
"40","1460917581894"
"13","1460917582396"
"95","1460917582899"
"4","1460917583403"
"40","1460917583907"
"20","1460917584410"
"78","1460917584912"
"26","1460917585414"
"24","1460917585917"
"32","1460917586422"
"20","1460917586925"
"29","1460917587427"
"93","1460917587929"
"28","1460917588431"
"22","1460917588934"
"93","1460917589437"
"3","1460917589940"
"17","1460917590443"
"85","1460917590946"
"81","1460917591449"
"5","1460917591952"
"64","1460917592455"
"22","1460917592958"
"73","1460917593461"
"91","1460917593966"
"9","1460917594468"
"35","1460917594972"
"79","1460917595474"
"20","1460917595977"
"4","1460917596480"
"89","1460917596983"
"57","1460917597487"
"66","1460917597989"
"41","1460917598492"
"22","1460917598997"
"9","1460917599499"
"33","1460917600001"
"49","1460917600504"
"88","1460917601007"
"73","1460917601509"
"81","1460917602013"
"50","1460917602516"
"15","1460917603018"
"62","1460917603521"
"14","1460917604024"
"68","1460917604528"
"90","1460917605031"
"95","1460917605534"
"73","1460917606037"
"46","1460917606541"
"50","1460917607044"
"2","1460917607548"
"37","1460917608051"
"74","1460917608554"
"80","1460917609057"
"77","1460917609560"
"30","1460917610062"
"76","1460917610565"
"62","1460917611067"
"18","1460917611570"
"59","1460917612074"
"46","1460917612577"
"8","1460917613079"
"35","1460917613582"
"6","1460917614085"
"51","1460917614590"
"64","1460917615092"
"78","1460917615595"
"74","1460917616097"
"9","1460917616600"
"18","1460917617103"
"42","1460917617605"
"92","1460917618108"
"22","1460917618611"
"75","1460917619114"
"83","1460917619617"
"34","1460917620120"
"35","1460917620623"
"23","1460917621127"
"14","1460917621629"
"82","1460917622133"
"24","1460917622636"
"95","1460917623139"
"87","1460917623642"
"24","1460917624144"
"32","1460917624646"
"81","1460917625148"
"97","1460917625653"
"91","1460917626156"
"16","1460917626658"
"1","1460917627161"
"38","1460917627663"
"24","1460917628166"
"39","1460917628671"
"7","1460917629173"
"90","1460917629676"
"20","1460917630180"
"4","1460917630683"
"92","1460917631185"
"45","1460917631688"
"99","1460917632191"
"36","1460917632693"
"21","1460917633196"
"61","1460917633700"
"65","1460917634204"
"6","1460917634706"
"14","1460917635210"
"89","1460917635712"
"96","1460917636217"
"29","1460917636720"
"13","1460917637223"
"40","1460917637725"
"27","1460917638228"
"0","1460917638730"
"57","1460917639233"
"24","1460917639736"
"42","1460917640239"
"90","1460917640741"
"87","1460917641247"
"90","1460917641750"
"60","1460917642253"
"84","1460917642755"
"72","1460917643258"
"33","1460917643761"
"77","1460917644264"
"50","1460917644767"
"1","1460917645270"
"8","1460917645773"
"63","1460917646278"
"4","1460917646781"
"87","1460917647283"
"50","1460917647786"
"53","1460917648288"
"70","1460917648791"
"20","1460917649295"
"87","1460917649798"
"17","1460917650301"
"60","1460917650805"
"97","1460917651308"
"45","1460917651811"
"94","1460917652313"
"50","1460917652816"
"54","1460917653318"
"46","1460917653822"
"11","1460917654325"
"84","1460917654828"
"62","1460917655330"
"48","1460917655833"
"98","1460917656335"
"38","1460917656841"
"50","1460917657343"
"27","1460917657849"
"6","1460917658351"
